Name,Symbol,Sector,Exchange,Country
Liberty Broadband Corporation,LBRDA,Communication Services,NMS,United States
Liberty Broadband Corporation,LBRDK,Communication Services,NMS,United States
Liberty Broadband Corporation,LBRDP,Communication Services,NMS,United States
Liberty Global Ltd.,LBTYA,Communication Services,NMS,Bermuda
Liberty Global Ltd.,LBTYB,Communication Services,NMS,Bermuda
Liberty Global Ltd.,LBTYK,Communication Services,NMS,Bermuda
JPMorgan Fundamental Data Science Large Core ETF,LCDS,,NGM,
Locafy Limited,LCFY,Communication Services,NCM,Australia
Locafy Limited,LCFYW,Communication Services,NCM,Australia
"Lucid Group, Inc.",LCID,Consumer Cyclical,NMS,United States
LCNB Corp.,LCNB,Financial Services,NCM,United States
"Lifetime Brands, Inc.",LCUT,Consumer Cyclical,NMS,United States
Learn CW Investment Corporation,LCW,Financial Services,NGM,United States
iShares ESG MSCI EM Leaders ETF,LDEM,,NGM,
First Trust Low Duration Strategic Focus ETF,LDSF,,NGM,
LeddarTech Holdings Inc.,LDTC,Technology,NGM,Canada
LeddarTech Holdings Inc.,LDTCW,Technology,NGM,Canada
"Lendway, Inc.",LDWY,Communication Services,NCM,United States
"Lands' End, Inc.",LE,Consumer Cyclical,NCM,United States
"Lincoln Electric Holdings, Inc.",LECO,Industrials,NMS,United States
SemiLEDs Corporation,LEDS,Technology,NCM,Taiwan
"Lee Enterprises, Incorporated",LEE,Communication Services,NMS,United States
Legacy Housing Corporation,LEGH,Consumer Cyclical,NMS,United States
Legend Biotech Corporation,LEGN,Healthcare,NMS,United States
First Trust Indxx Innovative Transaction & Process ETF,LEGR,,NGM,
"LENZ Therapeutics, Inc.",LENZ,Healthcare,NMS,United States
"Leslie's, Inc.",LESL,Consumer Cyclical,NMS,United States
Lexaria Bioscience Corp.,LEXX,Healthcare,NCM,Canada
Lexaria Bioscience Corp.,LEXXW,Healthcare,NCM,Canada
"Lifecore Biomedical, Inc.",LFCR,Healthcare,NMS,United States
"Leafly Holdings, Inc.",LFLY,Communication Services,NCM,United States
"Leafly Holdings, Inc.",LFLYW,,NCM,
"LifeMD, Inc.",LFMD,Healthcare,NGM,United States
"LifeMD, Inc.",LFMDP,Healthcare,NGM,United States
"LifeStance Health Group, Inc.",LFST,Healthcare,NMS,United States
"Littelfuse, Inc.",LFUS,Technology,NMS,United States
LifeVantage Corporation,LFVN,Consumer Defensive,NCM,United States
ReWalk Robotics Ltd.,LFWD,Healthcare,NCM,Israel
Linkage Global Inc,LGCB,Consumer Cyclical,NCM,Japan
Lucas GC Limited,LGCL,Technology,NCM,China
Lion Group Holding Ltd.,LGHL,Financial Services,NCM,Singapore
Lion Group Holding Ltd.,LGHLW,Financial Services,NCM,Singapore
"LGI Homes, Inc.",LGIH,Consumer Cyclical,NMS,United States
"LogicMark, Inc.",LGMK,Healthcare,NCM,United States
Ligand Pharmaceuticals Incorporated,LGND,Healthcare,NGM,United States
Largo Inc.,LGO,Basic Materials,NMS,Canada
Level Four Large Cap Growth Active ETF,LGRO,,NGM,
Longeveron Inc.,LGVN,Healthcare,NCM,United States
Li Auto Inc.,LI,Consumer Cyclical,NMS,China
Lichen China Limited,LICN,Industrials,NCM,China
"AEye, Inc.",LIDR,Technology,NCM,United States
"AEye, Inc.",LIDRW,Technology,NCM,United States
"Life360, Inc.",LIF,Technology,NMS,United States
"MSP Recovery, Inc.",LIFW,Healthcare,NGM,United States
"MSP Recovery, Inc.",LIFWW,Healthcare,NGM,United States
"MSP Recovery, Inc.",LIFWZ,Healthcare,NGM,United States
Liberty Latin America Ltd.,LILA,Communication Services,NMS,Bermuda
Liberty Latin America Ltd.,LILAK,Communication Services,NMS,Bermuda
Lilium N.V.,LILM,Industrials,NMS,Germany
Lilium N.V.,LILMW,Industrials,NMS,Germany
Linde plc,LIN,Basic Materials,NMS,United Kingdom
Lincoln Educational Services Corporation,LINC,Consumer Defensive,NMS,United States
"Lindblad Expeditions Holdings, Inc.",LIND,Consumer Cyclical,NCM,United States
"Lineage, Inc.",LINE,Real Estate,NMS,United States
"Interlink Electronics, Inc.",LINK,Technology,NCM,United States
Lionsgate Studios Corp.,LION,,NMS,
Lipella Pharmaceuticals Inc.,LIPO,Healthcare,NCM,United States
"LiqTech International, Inc.",LIQT,Industrials,NCM,Denmark
Lumentum Holdings Inc.,LITE,Technology,NMS,United States
Snow Lake Resources Ltd.,LITM,Basic Materials,NCM,Canada
Sprott Lithium Miners ETF,LITP,,NGM,
Live Ventures Incorporated,LIVE,Consumer Cyclical,NCM,United States
LivaNova PLC,LIVN,Healthcare,NMS,United Kingdom
"Lixte Biotechnology Holdings, Inc.",LIXT,Healthcare,NCM,United States
"Lixte Biotechnology Holdings, Inc.",LIXTW,Healthcare,NCM,United States
Luokung Technology Corp.,LKCO,Technology,NCM,China
Lakeland Financial Corporation,LKFN,Financial Services,NMS,United States
LKQ Corporation,LKQ,Consumer Cyclical,NMS,United States
Liberty Live Group,LLYVA,Communication Services,NMS,United States
Liberty Live Group,LLYVK,Communication Services,NMS,United States
"LeMaitre Vascular, Inc.",LMAT,Healthcare,NGM,United States
"Limbach Holdings, Inc.",LMB,Industrials,NCM,United States
First Trust Low Duration Opportunities ETF,LMBS,,NGM,
"LM Funding America, Inc.",LMFA,Financial Services,NCM,United States
Limoneira Company,LMNR,Consumer Defensive,NMS,United States
"LINKBANCORP, Inc.",LNKB,Financial Services,NCM,United States
"LENSAR, Inc.",LNSR,Healthcare,NCM,United States
Alliant Energy Corporation,LNT,Utilities,NMS,United States
"Lantheus Holdings, Inc.",LNTH,Healthcare,NGM,United States
"Light & Wonder, Inc.",LNW,Consumer Cyclical,NMS,United States
"LanzaTech Global, Inc.",LNZA,Industrials,NCM,United States
"LanzaTech Global, Inc.",LNZAW,,NCM,
"Manhattan Bridge Capital, Inc.",LOAN,Real Estate,NCM,United States
Lobo EV Technologies Ltd.,LOBO,Consumer Cyclical,NCM,China
"El Pollo Loco Holdings, Inc.",LOCO,Consumer Cyclical,NMS,United States
ContextLogic Inc.,LOGC,Consumer Cyclical,NMS,United States
Logitech International S.A.,LOGI,Technology,NMS,Switzerland
"Loop Industries, Inc.",LOOP,Basic Materials,NGM,Canada
"Grand Canyon Education, Inc.",LOPE,Consumer Defensive,NMS,United States
Lotus Technology Inc.,LOT,Consumer Cyclical,NMS,China
Lotus Technology Inc.,LOTWW,Consumer Cyclical,NCM,China
The Lovesac Company,LOVE,Consumer Cyclical,NGM,United States
Launch One Acquisition Corp.,LPAA,,NGM,
Launch One Acquisition Corp.,LPAAU,,NGM,
Launch One Acquisition Corp.,LPAAW,,NGM,
Lipocine Inc.,LPCN,Healthcare,NCM,United States
LPL Financial Holdings Inc.,LPLA,Financial Services,NMS,United States
Open Lending Corporation,LPRO,Financial Services,NGM,United States
"LivePerson, Inc.",LPSN,Technology,NMS,United States
"LightPath Technologies, Inc.",LPTH,Technology,NCM,United States
"Leap Therapeutics, Inc.",LPTX,Healthcare,NCM,United States
Liquidia Corporation,LQDA,Healthcare,NCM,United States
"Liquidity Services, Inc.",LQDT,Consumer Cyclical,NMS,United States
LQR House Inc.,LQR,Consumer Defensive,NCM,United States
Lam Research Corporation,LRCX,Technology,NMS,United States
"Lead Real Estate Co., Ltd",LRE,Real Estate,NGM,Japan
Logan Ridge Finance Corporation,LRFC,Financial Services,NMS,United States
ClearBridge Large Cap Growth ESG ETF,LRGE,,NGM,
La Rosa Holdings Corp.,LRHC,Real Estate,NCM,United States
"Larimar Therapeutics, Inc.",LRMR,Healthcare,NGM,United States
NYLI U.S. Large Cap R&D Leaders ETF,LRND,,NGM,
"Lesaka Technologies, Inc.",LSAK,Technology,NMS,South Africa
"LakeShore Biopharma Co., Ltd",LSB,Healthcare,NCM,China
"Lake Shore Bancorp, Inc.",LSBK,Financial Services,NGM,United States
"LakeShore Biopharma Co., Ltd",LSBPW,Healthcare,NCM,China
Lattice Semiconductor Corporation,LSCC,Technology,NMS,United States
Landsea Homes Corporation,LSEA,Real Estate,NCM,United States
Landsea Homes Corporation,LSEAW,Real Estate,NCM,United States
Lakeside Holding Limited,LSH,Industrials,NCM,United States
"Lisata Therapeutics, Inc.",LSTA,Healthcare,NCM,United States
"Landstar System, Inc.",LSTR,Industrials,NMS,United States
The Liberty SiriusXM Group,LSXMA,Communication Services,NMS,United States
The Liberty SiriusXM Group,LSXMB,Communication Services,NMS,United States
The Liberty SiriusXM Group,LSXMK,Communication Services,NMS,United States
Lightbridge Corporation,LTBR,Industrials,NCM,United States
Lantern Pharma Inc.,LTRN,Healthcare,NCM,United States
"Lantronix, Inc.",LTRX,Technology,NCM,United States
Lottery.com Inc.,LTRY,Consumer Cyclical,NGM,United States
Lottery.com Inc.,LTRYW,,NGM,
Lucid Diagnostics Inc.,LUCD,Healthcare,NCM,United States
"Innovative Eyewear, Inc.",LUCY,Healthcare,NCM,United States
"Innovative Eyewear, Inc.",LUCYW,Healthcare,NCM,United States
Lululemon Athletica Inc.,LULU,Consumer Cyclical,NMS,Canada
"Lumos Pharma, Inc.",LUMO,Healthcare,NGM,United States
Luna Innovations Incorporated,LUNA,Technology,NCM,United States
Pulmonx Corporation,LUNG,Healthcare,NMS,United States
"Intuitive Machines, Inc.",LUNR,Industrials,NGM,United States
"Intuitive Machines, Inc.",LUNRW,,NCM,
LuxUrban Hotels Inc.,LUXH,Consumer Cyclical,NCM,United States
LuxUrban Hotels Inc.,LUXHP,Consumer Cyclical,NCM,United States
Franklin U.S. Low Volatility High Dividend Index ETF,LVHD,,NGM,
"Lulu's Fashion Lounge Holdings, Inc.",LVLU,Consumer Cyclical,NGM,United States
"LiveOne, Inc.",LVO,Communication Services,NCM,United States
Lavoro Limited,LVRO,Basic Materials,NGM,Brazil
Lavoro Limited,LVROW,,NGM,
LAVA Therapeutics N.V.,LVTX,Healthcare,NMS,Netherlands
"Lifeway Foods, Inc.",LWAY,Consumer Defensive,NGM,United States
"Lightwave Logic, Inc.",LWLG,Basic Materials,NCM,United States
LexinFintech Holdings Ltd.,LX,Financial Services,NMS,China
"Lixiang Education Holding Co., Ltd.",LXEH,Consumer Defensive,NGM,China
"Lexeo Therapeutics, Inc.",LXEO,Healthcare,NGM,United States
"Lexicon Pharmaceuticals, Inc.",LXRX,Healthcare,NMS,United States
"Lyell Immunopharma, Inc.",LYEL,Healthcare,NMS,United States
"Lyft, Inc.",LYFT,Technology,NMS,United States
"Lyra Therapeutics, Inc.",LYRA,Healthcare,NGM,United States
Lytus Technologies Holdings PTV. Ltd.,LYT,Technology,NCM,India
LSI Industries Inc.,LYTS,Technology,NMS,United States
"LegalZoom.com, Inc.",LZ,Industrials,NMS,United States
Melar Acquisition Corp. I,MACI,,NGM,
Melar Acquisition Corp. I,MACIU,,NGM,
Melar Acquisition Corp. I,MACIW,,NGM,
Roundhill Daily Inverse Magnificent Seven ETF,MAGQ,,NGM,
Roundhill Magnificent Seven ETF,MAGS,,NGM,
Roundhill Daily 2X Long Magnificent Seven ETF,MAGX,,NGM,
"Mama's Creations, Inc.",MAMA,Consumer Defensive,NCM,United States
Massimo Group,MAMO,Consumer Cyclical,NCM,United States
"Manhattan Associates, Inc.",MANH,Technology,NMS,United States
"WM Technology, Inc.",MAPS,Technology,NMS,United States
"WM Technology, Inc.",MAPSW,Technology,NMS,United States
"Marriott International, Inc.",MAR,Consumer Cyclical,NMS,United States
"Marathon Digital Holdings, Inc.",MARA,Financial Services,NCM,United States
Marine Petroleum Trust,MARPS,Energy,NGM,United States
Mars Acquisition Corp.,MARX,Financial Services,NCM,United States
Mars Acquisition Corp.,MARXR,,NCM,
Mars Acquisition Corp.,MARXU,Financial Services,NCM,United States
Masimo Corporation,MASI,Healthcare,NMS,United States
908 Devices Inc.,MASS,Healthcare,NGM,United States
"Mattel, Inc.",MAT,Consumer Cyclical,NMS,United States
Metalpha Technology Holding Limited,MATH,Financial Services,NCM,Hong Kong
Matthews International Corporation,MATW,Industrials,NMS,United States
Simplify Bitcoin Strategy PLUS Income ETF,MAXI,,NGM,
"Maxeon Solar Technologies, Ltd.",MAXN,Technology,NMS,Singapore
"J.W. Mays, Inc.",MAYS,Real Estate,NCM,United States
M3-Brigade Acquisition V Corp.,MBAVU,,NGM,
iShares MBS ETF,MBB,,NGM,
Middlefield Banc Corp.,MBCN,Financial Services,NCM,United States
Merchants Bancorp,MBIN,Financial Services,NCM,United States
Merchants Bancorp,MBINM,Financial Services,NCM,United States
Merchants Bancorp,MBINN,Financial Services,NCM,United States
Merchants Bancorp,MBINO,Financial Services,NCM,United States
"Mustang Bio, Inc.",MBIO,Healthcare,NCM,United States
Mobileye Global Inc.,MBLY,Consumer Cyclical,NMS,Israel
Medallion Bank,MBNKP,Financial Services,NCM,United States
Microbot Medical Inc.,MBOT,Healthcare,NCM,United States
"Moleculin Biotech, Inc.",MBRX,Healthcare,NCM,United States
"Malibu Boats, Inc.",MBUU,Consumer Cyclical,NGM,United States
Mercantile Bank Corporation,MBWM,Financial Services,NMS,United States
Mountain & Co. I Acquisition Corp.,MCAA,Financial Services,NCM,United States
Mountain & Co. I Acquisition Corp.,MCAAU,Financial Services,NCM,United States
Mountain & Co. I Acquisition Corp.,MCAAW,Financial Services,NCM,United States
Mountain Crest Acquisition Corp. V,MCAG,Financial Services,NCM,United States
Mountain Crest Acquisition Corp. V,MCAGR,,NCM,United States
Mountain Crest Acquisition Corp. V,MCAGU,Financial Services,NCM,United States
"MetroCity Bankshares, Inc.",MCBS,Financial Services,NMS,United States
JPMorgan Fundamental Data Science Mid Core ETF,MCDS,,NGM,
"MasterCraft Boat Holdings, Inc.",MCFT,Consumer Cyclical,NGM,United States
iShares MSCI China ETF,MCHI,,NGM,
Microchip Technology Incorporated,MCHP,Technology,NMS,United States
Matthews China Discovery Active ETF,MCHS,,NGM,
"Marchex, Inc.",MCHX,Communication Services,NMS,United States
"Seres Therapeutics, Inc.",MCRB,Healthcare,NMS,United States
"Monarch Casino & Resort, Inc.",MCRI,Consumer Cyclical,NMS,United States
Martin Currie Sustainable International Equity ETF,MCSE,,NGM,
"Mill City Ventures III, Ltd.",MCVT,Financial Services,NCM,United States
"Spectral AI, Inc.",MDAI,Healthcare,NCM,United States
"Spectral AI, Inc.",MDAIW,Healthcare,NCM,United States
"MongoDB, Inc.",MDB,Technology,NGM,United States
"MDB Capital Holdings, LLC",MDBH,Financial Services,NCM,United States
VictoryShares THB Mid Cap ETF,MDCP,,NGM,
"Madrigal Pharmaceuticals, Inc.",MDGL,Healthcare,NMS,United States
MediaCo Holding Inc.,MDIA,Communication Services,NCM,United States
Multi-Asset Diversified Income Index Fund,MDIV,,NGM,
MDJM Ltd,MDJH,Real Estate,NCM,United Kingdom
"Mondelez International, Inc.",MDLZ,Consumer Defensive,NMS,United States
"Medalist Diversified REIT, Inc.",MDRR,Real Estate,NCM,United States
"Medalist Diversified REIT, Inc.",MDRRP,Real Estate,NCM,United States
MediWound Ltd.,MDWD,Healthcare,NGM,Israel
"MiMedx Group, Inc.",MDXG,Healthcare,NCM,United States
MDxHealth SA,MDXH,Healthcare,NCM,Belgium
23andMe Holding Co.,ME,Healthcare,NCM,United States
"Medpace Holdings, Inc.",MEDP,Healthcare,NMS,United States
"TRxADE HEALTH, Inc.",MEDS,Healthcare,NCM,United States
Horizon Kinetics Medical ETF,MEDX,,NGM,
Magic Empire Global Limited,MEGL,Financial Services,NCM,Hong Kong
"MEI Pharma, Inc.",MEIP,Healthcare,NCM,United States
"MercadoLibre, Inc.",MELI,Consumer Cyclical,NMS,Uruguay
Matthews Emerging Markets Discovery Active ETF,MEMS,,NGM,
Methanex Corporation,MEOH,Basic Materials,NMS,Canada
Mercer International Inc.,MERC,Basic Materials,NMS,Canada
"Mesa Air Group, Inc.",MESA,Industrials,NCM,United States
Mesoblast Limited,MESO,Healthcare,NMS,Australia
"Meta Platforms, Inc.",META,Communication Services,NMS,United States
"Ramaco Resources, Inc.",METC,Basic Materials,NMS,United States
"Ramaco Resources, Inc.",METCB,Basic Materials,NMS,United States
,METCL,,NMS,
Direxion Daily META Bear 1X ETF,METD,,NGM,
Direxion Daily META Bull 2X ETF,METU,,NGM,
Mercurity Fintech Holding Inc.,MFH,Financial Services,NCM,United States
mF International Limited,MFI,Technology,NCM,Hong Kong
MidCap Financial Investment Corporation,MFIC,Financial Services,NMS,United States
MidCap Financial Investment Corporation,MFICL,,NMS,United States
Medallion Financial Corp.,MFIN,Financial Services,NMS,United States
First Trust Flexible Municipal High Income ETF,MFLX,,NGM,
"MGE Energy, Inc.",MGEE,Utilities,NMS,United States
Magic Software Enterprises Ltd.,MGIC,Technology,NMS,Israel
Millennium Group International Holdings Limited,MGIH,Consumer Cyclical,NCM,Hong Kong
"Magnite, Inc.",MGNI,Communication Services,NMS,United States
"MacroGenics, Inc.",MGNX,Healthcare,NMS,United States
"MGO Global, Inc.",MGOL,Communication Services,NCM,United States
"MGP Ingredients, Inc.",MGPI,Consumer Defensive,NMS,United States
McGrath RentCorp,MGRC,Industrials,NMS,United States
Monogram Technologies Inc.,MGRM,Healthcare,NCM,United States
"Mangoceuticals, Inc.",MGRX,Healthcare,NCM,United States
MeiraGTx Holdings plc,MGTX,Healthcare,NMS,United States
"Metagenomi, Inc.",MGX,Healthcare,NMS,United States
"Magyar Bancorp, Inc.",MGYR,Financial Services,NGM,United States
"Maiden Holdings, Ltd.",MHLD,Financial Services,NCM,Bermuda
"Meihua International Medical Technologies Co., Ltd.",MHUA,Healthcare,NGM,China
The Middleby Corporation,MIDD,Industrials,NMS,United States
Mawson Infrastructure Group Inc.,MIGI,Financial Services,NCM,United States
Global X Millennials Consumer ETF,MILN,,NGM,
"MIND Technology, Inc.",MIND,Technology,NCM,United States
"MIRA Pharmaceuticals, Inc.",MIRA,Healthcare,NCM,United States
"Mirum Pharmaceuticals, Inc.",MIRM,Healthcare,NGM,United States
Milestone Pharmaceuticals Inc.,MIST,Healthcare,NMS,Canada
Coliseum Acquisition Corp.,MITA,Financial Services,NCM,United States
Coliseum Acquisition Corp.,MITAU,Financial Services,NCM,United States
Coliseum Acquisition Corp.,MITAW,Financial Services,NCM,United States
"Mitek Systems, Inc.",MITK,Technology,NCM,United States
MKAM ETF,MKAM,,NGM,
MKDWELL Tech Inc.,MKDW,,NGM,
MKDWELL Tech Inc.,MKDWW,,NCM,
"MKS Instruments, Inc.",MKSI,Technology,NMS,United States
"MarketWise, Inc.",MKTW,Financial Services,NGM,United States
MarketAxess Holdings Inc.,MKTX,Financial Services,NMS,United States
"Mesa Laboratories, Inc.",MLAB,Technology,NMS,United States
Melco Resorts & Entertainment Limited,MLCO,Consumer Cyclical,NMS,Hong Kong
Moolec Science SA,MLEC,Healthcare,NCM,Luxembourg
Moolec Science SA,MLECW,Healthcare,NCM,Luxembourg
MicroAlgo Inc.,MLGO,Technology,NCM,China
"MillerKnoll, Inc.",MLKN,Consumer Cyclical,NMS,United States
MoonLake Immunotherapeutics,MLTX,Healthcare,NCM,Switzerland
"Mineralys Therapeutics, Inc.",MLYS,Healthcare,NMS,United States
Martin Midstream Partners L.P.,MMLP,Energy,NMS,United States
"Merit Medical Systems, Inc.",MMSI,Healthcare,NMS,United States
MultiMetaVerse Holdings Limited,MMV,Communication Services,NCM,China
MultiMetaVerse Holdings Limited,MMVWW,Communication Services,NCM,China
MakeMyTrip Limited,MMYT,Consumer Cyclical,NMS,India
MIND C.T.I. Ltd,MNDO,Technology,NGM,Israel
Mobile-health Network Solutions,MNDR,Healthcare,NCM,Singapore
monday.com Ltd.,MNDY,Technology,NMS,Israel
MannKind Corporation,MNKD,Healthcare,NGM,United States
Mind Medicine (MindMed) Inc.,MNMD,Healthcare,NMS,United States
"MediciNova, Inc.",MNOV,Healthcare,NGM,United States
Monopar Therapeutics Inc.,MNPR,Healthcare,NCM,United States
"Monro, Inc.",MNRO,Consumer Cyclical,NMS,United States
"MainStreet Bancshares, Inc.",MNSB,Financial Services,NCM,United States
"MainStreet Bancshares, Inc.",MNSBP,Financial Services,NCM,United States
Monster Beverage Corporation,MNST,Consumer Defensive,NMS,United States
"Montauk Renewables, Inc.",MNTK,Utilities,NCM,United States
Tema Neuroscience And Mental Health ETF,MNTL,,NGM,
Momentus Inc.,MNTS,Industrials,NCM,United States
Momentus Inc.,MNTSW,Industrials,NCM,United States
"Manitex International, Inc.",MNTX,Industrials,NCM,United States
MoneyHero Limited,MNY,Communication Services,NGM,Singapore
MoneyHero Limited,MNYWW,Communication Services,NGM,Singapore
Mobilicom Limited,MOB,Technology,NCM,Israel
Mobilicom Limited,MOBBW,Technology,NCM,Israel
"Mobix Labs, Inc.",MOBX,Technology,NGM,United States
"Mobix Labs, Inc.",MOBXW,Technology,NCM,United States
"Modular Medical, Inc.",MODD,Healthcare,NCM,United States
Victoryshares Westend U.S. Sector ETF,MODL,,NGM,
ModivCare Inc.,MODV,Healthcare,NMS,United States
"MidWestOne Financial Group, Inc.",MOFG,Financial Services,NMS,United States
Mogo Inc.,MOGO,Technology,NCM,Canada
Molecular Partners AG,MOLN,Healthcare,NMS,Switzerland
Hello Group Inc.,MOMO,Communication Services,NMS,China
"Mondee Holdings, Inc.",MOND,Consumer Cyclical,NGM,United States
Relative Sentiment Tactical Allocation ETF,MOOD,,NGM,
"Morningstar, Inc.",MORN,Financial Services,NMS,United States
Movano Inc.,MOVE,Healthcare,NCM,United States
"Motorcar Parts of America, Inc.",MPAA,Consumer Cyclical,NMS,United States
"Mid Penn Bancorp, Inc.",MPB,Financial Services,NGM,United States
"Monolithic Power Systems, Inc.",MPWR,Technology,NMS,United States
"Marqeta, Inc.",MQ,Technology,NMS,United States
Tradr 2X Long Triple Q Monthly ETF,MQQQ,,NGM,
"Everspin Technologies, Inc.",MRAM,Technology,NGM,United States
Meridian Corporation,MRBK,Financial Services,NMS,United States
Monroe Capital Corporation,MRCC,Financial Services,NMS,United States
"Mercury Systems, Inc.",MRCY,Industrials,NMS,United States
Mereo BioPharma Group plc,MREO,Healthcare,NCM,United Kingdom
Marin Software Incorporated,MRIN,Technology,NCM,United States
"Marker Therapeutics, Inc.",MRKR,Healthcare,NCM,United States
MEDIROM Healthcare Technologies Inc.,MRM,Consumer Cyclical,NCM,Japan
"Moderna, Inc.",MRNA,Healthcare,NMS,United States
Murano Global Investments Plc,MRNO,Real Estate,NCM,United Kingdom
Murano Global Investments Plc,MRNOW,Real Estate,NCM,United Kingdom
"Marinus Pharmaceuticals, Inc.",MRNS,Healthcare,NGM,United States
"Mersana Therapeutics, Inc.",MRSN,Healthcare,NMS,United States
"Marten Transport, Ltd.",MRTN,Industrials,NMS,United States
Merus N.V.,MRUS,Healthcare,NGM,Netherlands
"Maravai LifeSciences Holdings, Inc.",MRVI,Healthcare,NMS,United States
"Marvell Technology, Inc.",MRVL,Technology,NMS,United States
Marex Group plc,MRX,Financial Services,NMS,United Kingdom
"MultiSensor AI Holdings, Inc.",MSAI,Technology,NCM,United States
"MultiSensor AI Holdings, Inc.",MSAIW,Technology,NCM,United States
"Midland States Bancorp, Inc.",MSBI,Financial Services,NMS,United States
"Midland States Bancorp, Inc.",MSBIP,Financial Services,NMS,United States
Middlesex Water Company,MSEX,Utilities,NMS,United States
Direxion Daily MSFT Bear 1X Shares,MSFD,,NGM,
GraniteShares 2x Long MSFT Daily ETF,MSFL,,NGM,
Microsoft Corporation,MSFT,Technology,NMS,United States
Direxion Daily MSFT Bull 2X Shares,MSFU,,NGM,
Motorsport Games Inc.,MSGM,Communication Services,NCM,United States
Maison Solutions Inc.,MSS,Consumer Defensive,NCM,United States
Metal Sky Star Acquisition Corporation,MSSA,Financial Services,NGM,United States
Metal Sky Star Acquisition Corporation,MSSAR,,NGM,United States
Metal Sky Star Acquisition Corporation,MSSAU,Financial Services,NGM,United States
Metal Sky Star Acquisition Corporation,MSSAW,Financial Services,NGM,United States
MicroStrategy Incorporated,MSTR,Technology,NMS,United States
Tidal Trust II - Defiance Daily Target 1.75X Long MSTR ETF,MSTX,,NGM,
"MMTec, Inc.",MTC,Technology,NCM,Hong Kong
"Match Group, Inc.",MTCH,Communication Services,NMS,United States
Maris-Tech Ltd.,MTEK,Technology,NCM,Israel
Maris-Tech Ltd.,MTEKW,Technology,NCM,Israel
"Molecular Templates, Inc.",MTEM,Healthcare,NCM,United States
Mingteng International Corporation Inc.,MTEN,Industrials,NCM,China
"Mannatech, Incorporated",MTEX,Consumer Defensive,NMS,United States
Materialise NV,MTLS,Technology,NMS,Belgium
Matrix Service Company,MTRX,Industrials,NMS,United States
"MACOM Technology Solutions Holdings, Inc.",MTSI,Technology,NMS,United States
"Matterport, Inc.",MTTR,Technology,NGM,United States
"Micron Technology, Inc.",MU,Technology,NMS,United States
"Mullen Automotive, Inc.",MULN,Consumer Cyclical,NCM,United States
Mural Oncology plc,MURA,Healthcare,NGM,Ireland
MVB Financial Corp.,MVBF,Financial Services,NCM,United States
"MicroVision, Inc.",MVIS,Technology,NGM,United States
"Microvast Holdings, Inc.",MVST,Industrials,NMS,United States
"Microvast Holdings, Inc.",MVSTW,Industrials,NMS,United States
"MaxCyte, Inc.",MXCT,Healthcare,NMS,United States
"MaxLinear, Inc.",MXL,Technology,NMS,United States
"First Western Financial, Inc.",MYFW,Financial Services,NMS,United States
"Myriad Genetics, Inc.",MYGN,Healthcare,NMS,United States
Mynaric AG,MYNA,Technology,NMS,Germany
Mainz Biomed N.V.,MYNZ,Healthcare,NCM,Germany
"PLAYSTUDIOS, Inc.",MYPS,Communication Services,NGM,United States
"PLAYSTUDIOS, Inc.",MYPSW,Communication Services,NGM,United States
MYR Group Inc.,MYRG,Industrials,NMS,United States
"My Size, Inc.",MYSZ,Technology,NCM,Israel
NaaS Technology Inc.,NAAS,Consumer Cyclical,NCM,China
"Natural Alternatives International, Inc.",NAII,Consumer Defensive,NGM,United States
NewAmsterdam Pharma Company N.V.,NAMS,Healthcare,NGM,Netherlands
NewAmsterdam Pharma Company N.V.,NAMSW,Healthcare,NGM,Netherlands
"NanoVibronix, Inc.",NAOV,Healthcare,NCM,United States
"Inari Medical, Inc.",NARI,Healthcare,NMS,United States
"Nathan's Famous, Inc.",NATH,Consumer Cyclical,NMS,United States
"Nature's Sunshine Products, Inc.",NATR,Consumer Defensive,NCM,United States
"Nautilus Biotechnology, Inc.",NAUT,Healthcare,NMS,United States
Navient Corporation,NAVI,Financial Services,NMS,United States
NioCorp Developments Ltd.,NB,Basic Materials,NGM,United States
"NB Bancorp, Inc.",NBBK,Financial Services,NCM,United States
,NBIS,Communication Services,NMS,Netherlands
"Neurocrine Biosciences, Inc.",NBIX,Healthcare,NMS,United States
Northeast Bank,NBN,Financial Services,NGM,United States
Newbury Street Acquisition Corporation,NBST,Financial Services,NCM,United States
Newbury Street Acquisition Corporation,NBSTU,Financial Services,NCM,United States
Newbury Street Acquisition Corporation,NBSTW,Financial Services,NCM,United States
NBT Bancorp Inc.,NBTB,Financial Services,NMS,United States
Nanobiotix S.A.,NBTX,Healthcare,NMS,France
Neo-Concept International Group Holdings Limited,NCI,Consumer Cyclical,NCM,Hong Kong
"National CineMedia, Inc.",NCMI,Communication Services,NMS,United States
NuCana plc,NCNA,Healthcare,NCM,United Kingdom
noco-noco Inc.,NCNC,Consumer Cyclical,NCM,Singapore
noco-noco Inc.,NCNCW,Consumer Cyclical,NCM,Singapore
"nCino, Inc.",NCNO,Technology,NMS,United States
Nuveen Core Plus Bond ETF,NCPB,,NGM,
Netcapital Inc.,NCPL,Financial Services,NCM,United States
Netcapital Inc.,NCPLW,Financial Services,NCM,United States
"Nocera, Inc.",NCRA,Consumer Defensive,NCM,Taiwan
"NCS Multistage Holdings, Inc.",NCSM,Energy,NCM,United States
The9 Limited,NCTY,Financial Services,NCM,China
